,metricType,symbol,metric.currentEv/freeCashFlowAnnual,metric.currentEv/freeCashFlowTTM,metric.currentRatioAnnual,metric.currentRatioQuarterly,metric.freeCashFlowAnnual,metric.freeCashFlowTTM,metric.longTermDebt/equityAnnual,metric.longTermDebt/equityQuarterly,metric.netInterestCoverageAnnual,metric.netInterestCoverageTTM,metric.payoutRatioAnnual,metric.payoutRatioTTM,metric.quickRatioAnnual,metric.quickRatioQuarterly,metric.totalDebt/totalEquityAnnual,metric.totalDebt/totalEquityQuarterly
4807,financialStrength,VRNT,38.88996,38.88996,1.42133,1.42133,185.654,185.654,68.32844,68.32844,2.57945,2.61153,0,0,1.39218,1.39218,68.89434,68.89434
4808,financialStrength,RRTS,,,0.96485,0.96485,-124.82,-124.82,438.0516,438.0516,-6.25808,-6.25808,,,,,486.6349,486.6349
4811,financialStrength,NOW,88.98619,88.98619,1.02692,1.02692,898.391,898.391,32.65979,32.65979,,,0,0,,,32.65979,32.65979
4812,financialStrength,MMSI,129.2083,129.2083,2.50219,2.50219,-3.684,-3.684,45.47468,45.47468,4.0953,4.09554,0,0,1.25974,1.25974,46.2642,46.2642
4813,financialStrength,MMS,18.07479,17.10153,2.16733,1.95029,225.994,251.527,0,0,108.1495,177.6652,26.58159,27.04636,,,0.77401,0.53957
4814,financialStrength,INFI,,,4.59693,4.59693,-43.857,-43.857,0,0,-31.55771,-31.53522,,,,,0,0
4815,financialStrength,IMGN,,,2.69859,2.69859,-91.212,-91.212,,,-5.63665,-5.63665,,,,,,
4818,financialStrength,TWI,,,1.9693,1.9693,7.824,7.824,188.7788,188.7788,-1.11015,-1.11015,,,0.95034,0.95034,215.3331,215.3331
4819,financialStrength,TTWO,22.83682,22.86275,1.44884,1.63859,776.546,835.178,0,0,,,0,0,1.43439,1.62694,0,0
4820,financialStrength,TTEK,29.36822,29.38205,1.40241,1.47416,162.641,158.905,26.68076,31.41426,15.18186,15.23363,19.01351,19.33933,,,27.95157,32.63637
4821,financialStrength,TGNA,26.71247,26.71247,1.95849,1.95849,148.493,148.493,262.7833,262.7833,3.17822,3.17822,21.19203,21.19203,,,262.7833,262.7833
4822,financialStrength,SUP,,,1.85327,1.85327,75.992,75.992,148.0663,148.0663,1.32369,1.36752,,,0.97176,0.97176,149.038,149.038
4823,financialStrength,PFPT,,,1.59364,1.59364,207.315,207.315,126.5188,126.5188,-8.11408,-9.88687,,,1.59202,1.59202,126.5188,126.5188
4824,financialStrength,MTZ,6.61222,6.61101,1.78288,1.78288,423.805,423.805,73.52368,73.52368,11.35579,11.35558,,0,1.7008,1.7008,80.15012,80.15012
4825,financialStrength,MSCI,70.86851,70.86851,2.31107,2.31107,432.831,432.831,,,5.74075,5.74075,39.26298,39.26298,,,,
4826,financialStrength,MPW,,,,,-4566.972,-4566.972,99.96534,99.96534,2.55164,2.56192,122.0379,122.0379,,,99.96534,99.96534
4827,financialStrength,MELI,,,2.16219,2.16219,311.377,312.221,30.32489,30.32489,,,,,2.15727,2.15727,39.2654,39.2654
4829,financialStrength,LSTR,15.38445,15.38445,1.80481,1.80481,260.533,260.533,9.73181,9.73181,95.16205,95.16205,46.91639,46.91639,,,23.10869,23.10869
4830,financialStrength,LAD,24.92761,24.92761,1.19517,1.19517,347,347,97.47224,97.47224,3.67616,3.67616,10.16575,10.16575,0.24787,0.24787,241.0234,241.0234
4831,financialStrength,IDRA,,,0.84869,0.84869,-44.509,-44.509,,,,,,,,,,
4832,financialStrength,VMI,24.81955,24.81955,2.70237,2.70237,177.547,177.547,68.82186,68.82186,7.61899,7.85825,21.13755,21.13755,1.97333,1.97333,70.84924,70.84924
4834,financialStrength,TDY,26.37691,26.37691,1.72131,1.72131,393.7,393.7,27.62736,27.62736,23.41429,22.86977,0,0,1.20584,1.20584,31.33311,31.33311
4835,financialStrength,SKYW,,,0.82228,0.82228,-17.169,-17.169,120.8723,120.8723,4.70083,4.70083,7.1638,7.1638,0.70278,0.70278,137.6136,137.6136
4836,financialStrength,ROL,117.0549,117.0549,0.75551,0.75551,128.206,128.206,34.20165,34.20165,45.88608,45.88608,75.96727,75.96727,0.70802,0.70802,35.73399,35.73399
4838,financialStrength,RAVN,29.91368,29.91368,3.76009,3.76009,27.662,27.662,0.15319,0.15319,1901.857,1901.857,52.98613,52.98613,2.33882,2.33882,0.23518,0.23518
4839,financialStrength,PRLB,52.16905,52.22721,4.96877,4.96877,53.822,53.822,0,0,,,0,0,4.75702,4.75702,0,0
4840,financialStrength,PMT,,,,,-3151.019,-3151.019,97.23556,97.23556,,180.8738,79.35057,79.35057,,,372.9041,372.9041
4841,financialStrength,PLD,,,,,-2025.835,-2025.835,50.19229,50.19229,17.31843,17.31843,84.82294,84.82294,,,52.55732,52.55732
4843,financialStrength,NTGR,13.95848,13.95848,2.49374,2.49374,-0.705,-0.705,0,0,,,0,0,1.70454,1.70454,0,0
4844,financialStrength,MUX,,,1.88499,1.88499,-69.234,-69.234,7.91144,7.91144,,,,,1.09851,1.09851,9.91353,9.91353
4845,financialStrength,MITK,41.20967,25.92296,2.70002,2.48185,13.187,16.384,0,0,,,,0,,,0,0
4846,financialStrength,LLNW,,,2.19411,2.19411,-32.958,-32.958,0,0,,,,,,,0,0
4847,financialStrength,I,,,1.69881,1.69881,25.721,25.721,,,0.6489,0.6489,,,,,,
4849,financialStrength,TYL,60.99557,60.99557,1.33511,1.33511,212.68,212.68,0,0,,,0,0,,,0,0
4850,financialStrength,TXMD,,,3.93202,3.93202,-189.5899,-189.5899,2115.336,2115.336,-8.69885,-8.69885,,,3.70826,3.70826,2115.336,2115.336
4851,financialStrength,TBI,7.86093,7.86645,1.82722,1.82722,65.412,65.412,10.20252,10.20252,,,0,0,,,21.86756,21.86756
4852,financialStrength,SRNE,,,0.58667,0.58667,-201.478,-201.478,253.3313,253.3313,-3.58411,-3.58411,,,0.55749,0.55749,299.4719,299.4719
4854,financialStrength,SNCR,,,0.93156,0.93156,4.317,4.317,0,0,-62.37354,-62.37354,,,,,0,0
4857,financialStrength,RVLT,,,1.79266,2.38031,-8.059,-11.586,66.7295,80.65116,-1.52297,-1.0859,,,1.18881,1.57045,70.41509,82.64235
4858,financialStrength,REV,,,1.16146,1.16146,-97.3,-97.3,,,0.36646,0.36646,,,0.69286,0.69286,,
4859,financialStrength,MRTX,,,8.67801,8.67801,-149.278,-149.209,0,0,,,,,,,0,0
4860,financialStrength,MGPI,18.32196,18.32196,4.68777,4.68777,-3.864,-3.864,17.59795,17.59795,36.20077,36.20077,17.78412,17.78412,1.20308,1.20308,17.77151,17.77151
4861,financialStrength,MCRB,,,2.17835,2.17835,-77.522,-77.522,,,,,,,,,,
4862,financialStrength,JAKK,,,1.73587,1.4372,-12.394,13.018,275.5228,811.5425,-4.20371,-0.2223,,,1.36197,1.17686,329.1543,844.3142
4863,financialStrength,ITRI,28.19761,28.19761,1.48535,1.48535,112.091,112.091,120.0819,120.0819,2.62047,2.62052,0,0,1.14591,1.14591,120.0819,120.0819
4865,financialStrength,IMMU,,,8.90081,8.90081,-229.291,-229.291,0,0,-10.00086,-10.00086,,,,,2.64891,2.64891
4866,financialStrength,IIIN,34.27924,19.37189,5.65178,4.32553,-6.214,52.877,0,0,,,41.26474,113.9615,3.15817,2.70565,0,0
4867,financialStrength,ZEUS,23.08869,23.08869,4.15327,4.15327,118.514,118.514,62.71015,62.71015,1.47134,1.47134,22.79564,22.79564,1.44738,1.44738,62.74517,62.74517
4868,financialStrength,XYL,50.42121,50.42121,1.63225,1.63225,439,439,68.98884,68.98884,7.83051,6.89552,43.39152,43.39152,1.27315,1.27315,78.32262,78.32262
4869,financialStrength,UDR,,,,,-1349.116,-1349.116,127.9388,127.9388,12.25901,12.25901,218.4622,218.4622,,,140.1657,140.1657
4870,financialStrength,TXRH,,,0.59417,0.59417,57.592,57.592,0.22926,0,,,48.41561,48.41561,0.54559,0.54559,0.22926,0
4871,financialStrength,TTPH,,,2.71167,2.71167,-63.778,-63.778,0,0,-49.4173,-51.23824,,,2.54841,2.54841,0,0
4872,financialStrength,TR,77.46405,77.46405,4.44194,4.44194,56.503,56.503,0.98703,0.98703,,,35.99969,35.99969,3.69911,3.69911,1.08534,1.08534
4873,financialStrength,RGLS,,,1.87087,1.87087,-20.042,-19.88,0.27979,0.27979,-9.5811,-9.5811,,,,,74.76393,74.76393
4874,financialStrength,PRKR,,,0.52456,0.16428,-10.318,-4.558,,,-126.7895,-29.45791,,,0.50207,0.16056,,
4875,financialStrength,PIR,,,1.75729,0.79918,-135.242,-221.346,274.3513,,-14.05326,-15.15196,,,0.46738,0.18298,276.5852,
4876,financialStrength,ONTX,,,2.83092,2.83092,-20.886,-20.83,0,0,,,,,,,0,0
4877,financialStrength,MTN,78.63568,100.1538,0.73413,0.45058,181.629,181.544,101.807,127.4697,6.16207,5.59052,86.52026,93.85099,0.59989,0.32655,105.0401,131.9283
4878,financialStrength,MACK,,,6.74801,6.74801,-58.068,-38.068,0,0,-29.91877,-29.91877,,,,,0,0
4879,financialStrength,LPTH,,,3.08538,2.75138,-1.52065,-0.15706,16.85767,15.56153,-0.0244,0.4137,,,1.87622,1.69462,19.80386,18.44658
4881,financialStrength,INGR,47.16948,47.16948,2.23371,2.23371,178,178,64.92647,64.92647,8.90123,8.90123,40.9201,40.9201,1.34333,1.34333,67.94118,67.94118
4883,financialStrength,TPX,16.92211,16.92211,1.1641,1.1641,224.6,224.6,417.9694,417.9694,5.16619,5.16619,0,0,0.82723,0.82723,428.3727,428.3727
4884,financialStrength,TILE,24.89201,23.53512,2.08199,2.08199,51.763,51.763,153.9511,153.9511,5.60688,5.60688,19.39141,19.39141,1.1188,1.1188,162.7808,162.7808
4885,financialStrength,THO,52.75037,15.40079,1.4067,1.38301,293.656,207.457,90.44475,82.90303,5.98954,3.55608,63.13187,42.60088,0.83501,0.76297,93.39348,86.31933
4886,financialStrength,SUMR,,,1.78017,1.78017,-0.791,-0.791,848.2715,812.4485,0.36994,0.36994,,,1.00202,1.00202,871.8431,828.1211
4889,financialStrength,SHLO,,,1.32604,1.38127,-23.979,-33.489,148.4622,160.9779,1.05805,1.28557,,,1.02073,1.05222,149.6412,162.1221
4891,financialStrength,RWT,318.7404,332.8657,,,-1295.029,-1297.145,737.1124,737.1124,,,78.7488,78.7488,,,864.581,864.581
4892,financialStrength,RELV,111.6792,111.7341,1.47036,1.47036,-1.04136,-1.04136,0,0,,,,,0.79311,0.79311,4.50384,4.50384
4894,financialStrength,PLAB,,12.65866,2.81353,2.79666,-110.084,33.105,5.44063,4.72948,36.70493,,0,0,2.49662,2.48158,6.85291,7.05653
4895,financialStrength,OXM,10.41387,10.41387,1.62464,1.62464,59.29,59.29,0,0,77.48594,75.24096,36.81398,36.81398,0.76835,0.76835,0,0
4896,financialStrength,OSTK,,,0.82113,0.82113,-103.463,-103.386,0,0,,,,,0.79409,0.79409,0,0
4898,financialStrength,ORBC,29.96651,29.96651,3.00214,3.00214,9.017,9.017,104.9735,104.9735,0.33139,0.33139,,,2.30901,2.30901,104.9735,104.9735
4900,financialStrength,NTCT,44.61931,17.22039,2.10883,1.70279,126.312,178.975,26.6288,22.92635,-0.24447,2.07465,,0,2.04737,1.65183,26.6288,22.92635
4901,financialStrength,MWA,,47.75499,3.17591,4.11264,-26.1,-48.1,75.47873,74.87395,7.43011,6.91707,50.63291,34.0694,2.10364,2.38736,75.63125,75.02521
4902,financialStrength,MSTR,13.9078,13.9078,2.79242,2.79242,50.685,50.685,0,0,,,0,0,,,0,0
4903,financialStrength,MPWR,,,6.67046,6.67046,52.222,52.222,0,0,,,66.86906,66.86906,5.37242,5.37242,0,0
4904,financialStrength,MMI,8.16429,8.16429,4.02895,4.02895,16.475,16.475,0,0,73.07133,69.46902,0,0,,,1.32631,1.32631
4905,financialStrength,LXU,,,1.26692,1.26692,-33.982,-33.982,93.2425,93.2425,-0.84268,-0.84268,,,1.04126,1.04126,97.25291,97.25291
4906,financialStrength,KRO,,,4.50739,4.50739,21.8,21.8,54.4051,54.4051,14.25743,14.25743,95.75201,95.75201,2.64856,2.64856,54.5889,54.5889
4907,financialStrength,JOBS,,,3.86185,3.86185,,,,,2.18829,2.18829,,0,,,0,0
4910,financialStrength,ZFGN,,,5.86571,5.86571,-41.547,-41.547,15.78398,15.78398,,,,,,,29.34693,29.34693
4911,financialStrength,WWW,17.74261,17.74261,1.22822,1.22822,154.6,154.6,55.54976,55.54976,5.7,5.7,27.15953,27.15953,0.786,0.786,104.1346,104.1346
4912,financialStrength,WTI,,,0.74622,0.74622,-81.587,-81.587,,,0.9923,0.9923,0,0,,,,
4913,financialStrength,WSBC,,,,,84.591,84.591,7.92117,7.92117,,,45.16815,45.1685,,,18.8067,18.8067
4914,financialStrength,WRI,,,,,-335.284,-335.284,102.0033,102.0033,3.40126,3.40126,64.44973,64.44973,,,102.0033,102.0033
4915,financialStrength,VEEV,70.1698,68.45675,2.77794,2.77794,433.054,433.054,0.02173,0.02173,,,0,0,,,0.08501,0.08501
4916,financialStrength,UFI,,37.7954,3.55428,3.94859,-17.587,19.03,28.39313,28.75955,13.39853,4.8482,0,0,1.70813,1.95405,32.34355,32.49174
4917,financialStrength,TREE,24.14277,24.14277,0.82107,0.82107,123.878,123.878,65.71561,65.71561,3.91056,3.91056,0,0,,,84.35721,84.35721
4918,financialStrength,SYNC,,,1.16259,1.16259,-1.313,-1.313,1.66957,1.66957,-12.55224,-12.64925,,,,,7.46152,7.46152
4919,financialStrength,SWM,24.99479,25.14536,2.71256,2.71256,71.8,71.8,90.48017,90.48017,3.93429,3.93429,64.3787,64.3787,1.68845,1.68845,90.79806,90.79806
4920,financialStrength,STNG,27.63856,27.63877,0.62312,0.62312,188.234,188.234,136.6113,136.6113,0.7514,0.72996,,,0.60533,0.60533,157.9395,157.9395
4921,financialStrength,SPAR,13.33079,13.1106,1.60049,1.60049,20.567,22.344,51.47302,51.47302,109.226,109.226,9.74625,4.84857,1.22408,1.22408,56.31382,56.31382
4922,financialStrength,RTIX,,,3.14064,3.85644,2.037,-24.443,19.64098,56.40626,2.34428,0.68776,,,1.21809,1.3201,19.64098,56.40626
4923,financialStrength,RMD,83.64892,73.68327,2.06004,2.60074,169.997,201.496,60.75018,57.01721,13.36625,10.1283,51.48062,47.42163,1.43118,1.84524,61.32889,57.54792
4924,financialStrength,RBCN,,,20.36375,20.36375,-1.294,-1.246,0,0,,,,,19.17481,19.17481,0,0
4925,financialStrength,PTC,,281.8381,1.22638,1.17047,220.734,232.657,55.66848,90.10496,2.61365,2.6406,,,,,55.66848,90.10496
4926,financialStrength,PRFT,17.63779,17.63779,2.50517,2.50517,68.709,68.709,32.71892,32.71892,7.57994,7.57994,0,0,,,32.71892,32.71892
4927,financialStrength,OMCL,50.58582,50.58582,2.03901,2.03901,83.344,83.344,5.91538,5.91538,17.73071,17.75334,0,0,1.58326,1.58326,5.91538,5.91538
4928,financialStrength,OIIM,,,5.99874,5.99874,,,,,,,,,5.20944,5.20944,6.48458,6.48458
4930,financialStrength,NVR,9.32245,9.32245,,,843.836,843.836,25.55483,25.55483,41.41745,41.41745,0,0,,,25.55483,25.55483
4931,financialStrength,NUVA,39.1355,39.1355,3.69393,3.69393,104.906,104.906,68.20348,68.20348,3.30679,3.30679,0,0,2.18405,2.18405,68.20348,68.20348
4932,financialStrength,NR,,,3.71567,3.71567,27.48,27.48,27.98494,27.98494,1.60975,1.60975,,,2.1877,2.1877,29.13961,29.13961
4933,financialStrength,LYTS,,15.30161,2.7832,2.23733,3.689,17.368,32.96814,0.42853,0.98259,1.43761,,133.9468,1.69199,1.19872,32.96814,0.42853
4934,financialStrength,LXRX,1.20995,1.20995,5.1691,5.1691,113.737,113.737,199.9735,199.9735,8.22611,8.22611,0,0,5.10416,5.10416,209.3774,209.3774
4935,financialStrength,LPSN,,,1.63177,1.63177,-106.74,-106.74,120.5184,120.5184,-10.3976,-10.39746,,,,,120.5184,120.5184
4936,financialStrength,KEYS,19.35459,18.24251,3.20538,3.38697,878,834,59.65379,57.17941,11.74194,13.91071,0,0,2.50249,2.63646,59.65379,57.17941
4937,financialStrength,IRWD,31.2637,31.2637,7.49718,7.49718,3.536,3.536,,,3.78911,3.78911,0,0,7.48135,7.48135,,
4938,financialStrength,IPI,,,1.66211,1.66211,-31.328,-31.328,6.84518,6.84518,5.56252,5.39756,,0,0.58463,0.58463,16.00576,16.00576
4940,financialStrength,WMK,41.51604,41.51604,1.7411,1.7411,35.387,35.387,0,0,,,49.06227,49.06227,0.78265,0.78265,0,0
4941,financialStrength,WEX,21.95489,21.95504,,,560.311,560.311,139.4181,139.4181,2.4336,2.41097,0,0,,,152.3158,152.3158
4942,financialStrength,W,,,0.85456,0.85456,-597.698,-597.698,,,-17.05876,-17.05876,,,0.81628,0.81628,,
4943,financialStrength,VNDA,2.03376,2.03376,5.95137,5.95137,44.928,44.928,0,0,,,0,0,5.93221,5.93221,0,0
4944,financialStrength,TZOO,3.33691,3.33691,1.03189,1.03189,10.762,10.762,0,0,,,0,0,,,0,0
4945,financialStrength,TTGT,30.09291,30.09485,5.33018,5.33018,33.114,33.114,14.69294,14.69294,32.90738,32.86127,0,0,,,15.50431,15.50431
4946,financialStrength,SYPR,,,1.70496,1.70496,-6.679,-6.679,65.6243,65.6243,-5.05593,-5.05593,,,0.81546,0.81546,70.717,70.717
4947,financialStrength,SMSI,12.17264,12.17383,6.98671,6.98671,8.21,8.21,0,0,,,0,0,,,0,0
4948,financialStrength,SEAC,,,2.74972,1.94837,-21.888,-11.206,0,0,-3.92794,-5.09367,,,2.70435,1.93779,0,0
4950,financialStrength,SCHN,,,1.73839,2.11394,29.512,26.873,14.88958,20.64509,12.15747,8.11221,36.51688,85.65516,1.04003,1.10952,15.07911,20.85239
4951,financialStrength,RP,47.18454,47.18454,1.20974,1.20974,265.473,265.473,100.9435,100.9435,2.88225,2.88216,0,0,,,102.8194,102.8194
4952,financialStrength,ROP,18.84857,18.84857,0.83403,0.83403,1207.2,1207.2,49.2325,49.2325,7.87388,8.03001,11.1771,11.1771,0.75119,0.75119,55.57686,55.57686
4953,financialStrength,RNG,,,1.90778,1.90778,-68.507,-68.507,51.88266,51.88266,-3.28314,-2.22675,,,1.90635,1.90635,51.88266,51.88266
4954,financialStrength,PRCP,,,2.54433,2.67871,-0.592,-1.715,0,0,0.50292,0.09563,,,2.00921,2.18928,0,0
4955,financialStrength,PNM,,,0.30389,0.30389,-206.036,-206.036,149.3616,149.3616,3.81141,3.81748,121.2378,121.2378,0.22334,0.22334,189.4157,189.4157
4956,financialStrength,PGNX,,,2.88798,2.88798,-81.929,-81.929,68.54553,68.54553,-27.08105,-27.08105,,,,,83.83348,83.83348
4957,financialStrength,OTIV,,,1.28722,1.28722,-5.364,-5.364,0.2977,0.2977,-12.17884,-13.02267,,,0.94222,0.94222,33.8295,33.8295
4958,financialStrength,OSIS,15.74628,14.31451,1.67771,1.68853,88.897,105.485,46.71731,47.03577,5.166,5.70799,0,0,0.96121,1.03078,62.81295,63.50239
4959,financialStrength,ONCS,,,5.72782,1.16363,-29.01387,-31.34834,0,0,-102.2684,-112.3085,,,,,0.34499,0
4960,financialStrength,OMN,,,2.04152,2.04152,-8.7,-8.7,1544.498,1544.498,1.01055,1.00528,,,1.32155,1.32155,1565.072,1565.072
4961,financialStrength,MYE,17.90583,17.90583,2.23954,2.23954,24.713,24.713,46.30134,46.30134,9.56331,9.56331,79.15755,79.15755,1.70387,1.70387,46.30134,46.30134
4962,financialStrength,MVIS,,,0.54213,0.54213,-24.788,-24.788,,,,,,,0.52885,0.52885,,
4963,financialStrength,MTX,11.23891,11.23891,2.30665,2.30665,166.3,166.3,58.76524,58.76524,5.38889,5.38889,5.27506,5.27506,1.67102,1.67102,66.12961,66.12961
4964,financialStrength,MTEX,0.52697,0.52679,1.42008,1.42008,2.497,2.497,1.97617,1.97617,8.98464,428.8667,36.48525,36.47416,1.0687,1.0687,5.00458,5.00458
4966,financialStrength,LOV,,,0.45022,0.56313,-6.00287,-8.40828,0,48.0594,-8.82505,-7.62812,,,,,30.03543,66.43576
4968,financialStrength,KNX,,,0.89627,0.89627,-31.808,-31.808,9.55038,9.55038,18.11883,18.11883,13.38913,13.38913,,,16.21534,16.21534
4969,financialStrength,JOUT,9.72575,9.73574,3.67068,3.46549,23.501,34.077,0,0,,,11.40568,3.1166,2.59748,2.37496,0,0
4970,financialStrength,IBIO,,,1.3904,0.84465,-14.965,-14.769,1001.665,,-8.65096,-6.91838,,,,,1010.313,
4971,financialStrength,XBIT,-0.59474,-0.59474,11.90003,11.90003,-18.474,-18.474,0,0,-96.39815,-96.39815,0,0,,,0,0
4972,financialStrength,WING,,,0.91682,0.91682,4.355,4.355,,,2.50356,2.50356,57.14007,57.14007,0.90726,,,
4973,financialStrength,VEC,19.2193,19.23541,1.32385,1.32385,11.406,11.406,24.11843,24.11843,14.94822,14.94822,0,0,,,26.60522,26.60522
4974,financialStrength,TACT,,,3.25857,3.25857,0.797,0.797,0,0,31.18182,31.18182,519.9612,519.9612,1.67617,1.67617,0,0
4975,financialStrength,SUPN,7.65598,7.64944,2.94323,2.94323,140.393,140.393,57.97007,57.97007,137.0581,137.0581,0,0,2.77741,2.77741,57.97007,57.97007
4976,financialStrength,SNSS,,,3.85748,3.85748,-22.185,-22.185,0,0,-45.30739,-45.30739,,,,,19.8417,19.8417
4977,financialStrength,SEDG,34.31908,34.31672,2.13587,2.13587,186.438,186.438,0.31688,0.31688,16.92772,16.74566,0,0,1.74477,1.74477,2.27629,2.24783
4980,financialStrength,RLGT,9.16113,9.4804,1.26894,1.28718,31.835,22.829,25.5837,26.16139,8.78351,7.81576,,0,,,28.80174,29.57943
4981,financialStrength,QUAD,,581.9897,1.11987,1.11987,-12.6,-12.6,469.7705,469.7705,1.37889,1.37889,,,0.86108,0.86108,490.8208,490.8208
4982,financialStrength,QNST,4.12568,20.06151,1.71302,1.82525,33.657,30.041,0,0,139.3117,14.6817,0,0,,,0,0
4983,financialStrength,PSTI,,,3.23253,2.75025,-29.692,-26.396,0,0,,,,,,,0,0
4984,financialStrength,PSMT,,,1.20724,1.21656,8.617,8.09,7.99033,12.0079,47.44735,51.38662,30.39985,27.90622,0.39421,0.39101,12.18108,16.50627
4985,financialStrength,PRI,,,,,427.883,427.883,94.26768,94.26768,26.44153,26.44065,15.80043,15.80038,,,94.26768,94.26768
4986,financialStrength,OFLX,,,2.26128,2.26128,-31.212,-31.212,0,0,,,267.4477,267.4477,1.72046,1.72046,0,0
4987,financialStrength,NXTD,,,0.59309,0.59309,-0.62809,-0.62102,114.285,114.285,0.85357,0.85357,,,0.36336,0.36336,138.4874,138.4874
4988,financialStrength,NP,19.75434,19.75434,2.51693,2.51693,45.7,45.7,48.78169,48.78169,7.04237,7.04237,55.3539,55.3539,1.23008,1.29382,49.42161,49.42161
4989,financialStrength,NNI,103.765,103.7655,,,176.931,176.931,860.1396,860.1396,,,21.06884,21.06854,,,860.1396,860.1396
4990,financialStrength,NL,0.28203,0.28203,5.52483,5.52483,24.269,24.269,0.1642,0.1642,,,0,0,4.90929,4.90929,0.1642,0.1642
4991,financialStrength,MTD,29.33262,29.33315,1.47068,1.47068,506.109,506.109,293.5857,293.5857,17.95785,19.635,0,0,1.10716,1.10716,306.863,306.863
4992,financialStrength,MIND,,,4.89257,3.53006,-12.696,-6.943,0,0,,-1107.778,,,3.44211,2.07194,0,0
4993,financialStrength,MGI,,,,,8.5,8.5,,,0.91948,0.91948,,,,,,
4994,financialStrength,MATX,,,0.66316,0.66316,-98.7,-98.7,112.9453,112.9453,63.70588,63.70588,46.74185,46.74185,,,118.9525,118.9525
4995,financialStrength,LOGM,27.31109,27.31109,0.52188,0.52188,221.065,221.065,7.29738,7.29738,5.86234,5.86234,,,,,7.29738,7.29738
4997,financialStrength,KNL,35.97222,35.82479,1.17448,1.17448,55.5,55.5,100.304,100.304,6.78713,6.31797,49.18519,49.11243,0.49897,0.49897,104.3031,104.3031
4998,financialStrength,KELYA,3.77095,3.77095,1.58998,1.58998,70.3,70.3,0.16607,0.16607,,,10.69182,10.69182,,,0.41914,0.41914
4999,financialStrength,INSM,,,6.5133,6.5133,-292.917,-292.917,135.8442,135.8442,-13.2279,-13.2279,,,6.18115,6.18115,136.3108,136.3108
5000,financialStrength,IMUC,,,2.96883,9.5264,-16.67178,-10.92587,0,0,-24.09276,,,,,,0,0
5001,financialStrength,ICAD,,,1.55001,1.55001,-7.413,-7.413,308.519,308.519,-0.89959,-0.89959,,,1.41139,1.41139,392.5656,392.5656
5002,financialStrength,ZAGG,5.85747,5.85747,1.9478,1.9478,-24.924,-24.924,55.95392,55.95392,2.47291,2.47291,,0,1.04197,1.04197,55.95392,55.95392
5005,financialStrength,WTS,22.6244,22.6244,1.75268,1.75268,133.4,133.4,21.10429,21.10429,14.70073,14.70073,23.87833,23.87833,1.10851,1.10851,32.03476,32.03476
5007,financialStrength,VRTS,24.00386,24.00386,3.5874,3.5874,-69.593,-69.593,312.6206,312.6206,,,20.76461,20.76461,,,312.6206,312.6206
5008,financialStrength,TTI,,,1.86174,1.86174,-18.041,-18.041,2452.131,2452.131,0.64401,0.64805,,,1.13841,1.13841,2452.131,2452.131
5009,financialStrength,TRNS,31.25292,24.5202,2.03197,2.25961,5.563,7.003,32.03589,27.39565,11.43854,11.37671,0,0,1.38616,1.52753,35.22053,30.42109
5012,financialStrength,TGTX,,,1.76617,1.76617,-132.937,-132.937,75.02266,75.02266,-31.9756,-31.97541,,,,,75.5147,75.5147
5013,financialStrength,TEN,,,1.33403,1.33403,-320,-320,376.9825,376.9825,2.12545,2.12545,,,0.86904,0.86904,390.0351,390.0351
5015,financialStrength,SSTK,18.91401,18.91057,1.5331,1.5331,76.565,76.565,0,0,,,0,0,,,0,0
5016,financialStrength,SSI,,,2.77924,1.89516,-81.183,-20.186,98.33769,220.2547,-4.89812,-3.24002,,,0.38538,0.20368,100.2283,223.3127
